# 总字数共1,011,623,817字
# 制作： https://github.com/studyzy/imewlconverter/blob/master/参考/6763字频表(基数10亿).xls
"汉字","排名","频次","频率","累计频率"
茜,2397,21235,0.002%,98.504%
壳,2398,21230,0.002%,98.506%
啧,2399,21214,0.002%,98.508%
妨,2400,21205,0.002%,98.510%
鞋,2401,21174,0.002%,98.513%
挪,2402,21166,0.002%,98.515%
硕,2403,21152,0.002%,98.517%
携,2404,21139,0.002%,98.519%
柴,2405,21119,0.002%,98.521%
矢,2406,21086,0.002%,98.523%
钰,2407,21053,0.002%,98.525%
钉,2408,21011,0.002%,98.527%
阎,2409,20992,0.002%,98.529%
帘,2410,20982,0.002%,98.531%
嗤,2411,20978,0.002%,98.533%
窃,2412,20944,0.002%,98.535%
蔓,2413,20908,0.002%,98.537%
冉,2414,20835,0.002%,98.540%
俺,2415,20753,0.002%,98.542%
陀,2416,20744,0.002%,98.544%
沧,2417,20716,0.002%,98.546%
翘,2418,20697,0.002%,98.548%
兀,2419,20647,0.002%,98.550%
申,2420,20614,0.002%,98.552%
循,2421,20606,0.002%,98.554%
搅,2422,20599,0.002%,98.556%
狭,2423,20595,0.002%,98.558%
侄,2424,20584,0.002%,98.560%
谭,2425,20566,0.002%,98.562%
渺,2426,20560,0.002%,98.564%
姊,2427,20529,0.002%,98.566%
贱,2428,20518,0.002%,98.568%
戟,2429,20482,0.002%,98.570%
津,2430,20476,0.002%,98.572%
拆,2431,20449,0.002%,98.574%
彦,2432,20439,0.002%,98.576%
噗,2433,20426,0.002%,98.578%
萝,2434,20416,0.002%,98.580%
赴,2435,20413,0.002%,98.582%
蚁,2436,20384,0.002%,98.584%
诈,2437,20347,0.002%,98.586%
暇,2438,20341,0.002%,98.588%
棵,2439,20340,0.002%,98.590%
愉,2440,20308,0.002%,98.592%
嘱,2441,20267,0.002%,98.594%
啥,2442,20254,0.002%,98.596%
妾,2443,20209,0.002%,98.598%
轨,2444,20198,0.002%,98.600%
蚩,2445,20183,0.002%,98.602%
唔,2446,20094,0.002%,98.604%
浆,2447,20018,0.002%,98.606%
涡,2448,20013,0.002%,98.608%
汝,2449,19998,0.002%,98.610%
锻,2450,19990,0.002%,98.612%
禅,2451,19981,0.002%,98.614%
捡,2452,19979,0.002%,98.616%
衷,2453,19974,0.002%,98.618%
媒,2454,19916,0.002%,98.620%
渗,2455,19907,0.002%,98.622%
吁,2456,19871,0.002%,98.624%
巢,2457,19871,0.002%,98.626%
阅,2458,19865,0.002%,98.628%
孝,2459,19858,0.002%,98.630%
峡,2460,19848,0.002%,98.632%
烛,2461,19827,0.002%,98.634%
氓,2462,19801,0.002%,98.636%
哟,2463,19784,0.002%,98.638%
掐,2464,19735,0.002%,98.640%
租,2465,19679,0.002%,98.642%
帽,2466,19664,0.002%,98.644%
泊,2467,19657,0.002%,98.646%
衍,2468,19603,0.002%,98.647%
蓄,2469,19562,0.002%,98.649%
揭,2470,19526,0.002%,98.651%
妒,2471,19474,0.002%,98.653%
贸,2472,19366,0.002%,98.655%
寞,2473,19307,0.002%,98.657%
毙,2474,19304,0.002%,98.659%
憋,2475,19303,0.002%,98.661%
乙,2476,19301,0.002%,98.663%
喔,2477,19266,0.002%,98.665%
翰,2478,19223,0.002%,98.667%
坎,2479,19218,0.002%,98.668%
革,2480,19216,0.002%,98.670%
彤,2481,19203,0.002%,98.672%
舅,2482,19115,0.002%,98.674%
阱,2483,19087,0.002%,98.676%
税,2484,19070,0.002%,98.678%
垃,2485,19063,0.002%,98.680%
圾,2486,19060,0.002%,98.682%
滔,2487,19015,0.002%,98.684%
倚,2488,19004,0.002%,98.685%
胞,2489,18997,0.002%,98.687%
寄,2490,18988,0.002%,98.689%
絮,2491,18955,0.002%,98.691%
虐,2492,18949,0.002%,98.693%
颖,2493,18910,0.002%,98.695%
潭,2494,18888,0.002%,98.697%
庸,2495,18823,0.002%,98.699%
喀,2496,18809,0.002%,98.700%
逻,2497,18805,0.002%,98.702%
璇,2498,18788,0.002%,98.704%
笛,2499,18770,0.002%,98.706%
歆,2500,18760,0.002%,98.708%
怯,2501,18699,0.002%,98.710%
瑰,2502,18665,0.002%,98.712%
旭,2503,18642,0.002%,98.713%
昔,2504,18620,0.002%,98.715%
尧,2505,18605,0.002%,98.717%
填,2506,18603,0.002%,98.719%
遂,2507,18600,0.002%,98.721%
祀,2508,18557,0.002%,98.723%
摘,2509,18481,0.002%,98.724%
寡,2510,18471,0.002%,98.726%
嫂,2511,18446,0.002%,98.728%
惫,2512,18438,0.002%,98.730%
咚,2513,18434,0.002%,98.732%
弧,2514,18432,0.002%,98.734%
沫,2515,18413,0.002%,98.735%
暮,2516,18361,0.002%,98.737%
卜,2517,18359,0.002%,98.739%
枉,2518,18353,0.002%,98.741%
兆,2519,18349,0.002%,98.743%
煌,2520,18316,0.002%,98.744%
蛟,2521,18272,0.002%,98.746%
澡,2522,18254,0.002%,98.748%
雇,2523,18249,0.002%,98.750%
粹,2524,18244,0.002%,98.752%
栽,2525,18226,0.002%,98.753%
诛,2526,18180,0.002%,98.755%
滩,2527,18143,0.002%,98.757%
裳,2528,18118,0.002%,98.759%
蚀,2529,18094,0.002%,98.761%
贞,2530,18047,0.002%,98.762%
寝,2531,18045,0.002%,98.764%
胧,2532,17972,0.002%,98.766%
蝎,2533,17964,0.002%,98.768%
诅,2534,17929,0.002%,98.769%
狰,2535,17883,0.002%,98.771%
桶,2536,17868,0.002%,98.773%
栈,2537,17860,0.002%,98.775%
睹,2538,17859,0.002%,98.777%
售,2539,17856,0.002%,98.778%
哧,2540,17824,0.002%,98.780%
韧,2541,17776,0.002%,98.782%
狙,2542,17767,0.002%,98.784%
熙,2543,17755,0.002%,98.785%
臀,2544,17724,0.002%,98.787%
瀚,2545,17710,0.002%,98.789%
署,2546,17709,0.002%,98.791%
蝠,2547,17684,0.002%,98.792%
舜,2548,17678,0.002%,98.794%
朦,2549,17657,0.002%,98.796%
泼,2550,17656,0.002%,98.798%
绮,2551,17608,0.002%,98.799%
溪,2552,17602,0.002%,98.801%
卦,2553,17593,0.002%,98.803%
栏,2554,17586,0.002%,98.805%
舔,2555,17567,0.002%,98.806%
筒,2556,17522,0.002%,98.808%
册,2557,17517,0.002%,98.810%
窥,2558,17486,0.002%,98.811%
歼,2559,17454,0.002%,98.813%
裴,2560,17439,0.002%,98.815%
剥,2561,17381,0.002%,98.817%
旷,2562,17338,0.002%,98.818%
窟,2563,17312,0.002%,98.820%
姚,2564,17308,0.002%,98.822%
犀,2565,17271,0.002%,98.823%
惕,2566,17205,0.002%,98.825%
觑,2567,17160,0.002%,98.827%
囚,2568,17149,0.002%,98.829%
磁,2569,17143,0.002%,98.830%
兜,2570,17047,0.002%,98.832%
擂,2571,17045,0.002%,98.834%
枕,2572,17036,0.002%,98.835%
巷,2573,17019,0.002%,98.837%
绣,2574,16998,0.002%,98.839%
胀,2575,16982,0.002%,98.840%
湘,2576,16960,0.002%,98.842%
捣,2577,16954,0.002%,98.844%
佑,2578,16933,0.002%,98.845%
拽,2579,16875,0.002%,98.847%
乞,2580,16828,0.002%,98.849%
惟,2581,16793,0.002%,98.850%
谱,2582,16769,0.002%,98.852%
抄,2583,16722,0.002%,98.854%
衙,2584,16647,0.002%,98.855%
戚,2585,16597,0.002%,98.857%
钦,2586,16555,0.002%,98.859%
哩,2587,16550,0.002%,98.860%
楠,2588,16543,0.002%,98.862%
蕊,2589,16527,0.002%,98.864%
垒,2590,16480,0.002%,98.865%
胃,2591,16471,0.002%,98.867%
颅,2592,16462,0.002%,98.868%
琢,2593,16451,0.002%,98.870%
贡,2594,16383,0.002%,98.872%
衰,2595,16355,0.002%,98.873%
喧,2596,16342,0.002%,98.875%
虞,2597,16305,0.002%,98.877%
丞,2598,16287,0.002%,98.878%
岗,2599,16244,0.002%,98.880%
慑,2600,16238,0.002%,98.881%
扁,2601,16232,0.002%,98.883%
骆,2602,16189,0.002%,98.885%
纽,2603,16188,0.002%,98.886%
噢,2604,16137,0.002%,98.888%
剂,2605,16115,0.002%,98.889%
侃,2606,16103,0.002%,98.891%
菩,2607,16083,0.002%,98.893%
剿,2608,16057,0.002%,98.894%
秃,2609,16029,0.002%,98.896%
罡,2610,15970,0.002%,98.897%
咙,2611,15961,0.002%,98.899%
桓,2612,15958,0.002%,98.900%
莽,2613,15947,0.002%,98.902%
菁,2614,15931,0.002%,98.904%
揽,2615,15910,0.002%,98.905%
烫,2616,15889,0.002%,98.907%
嘘,2617,15881,0.002%,98.908%
祷,2618,15874,0.002%,98.910%
诞,2619,15839,0.002%,98.911%
瑜,2620,15836,0.002%,98.913%
鞘,2621,15797,0.002%,98.915%
轴,2622,15775,0.002%,98.916%
孽,2623,15733,0.002%,98.918%
恕,2624,15651,0.002%,98.919%
轿,2625,15609,0.002%,98.921%
萍,2626,15596,0.002%,98.922%
衬,2627,15570,0.002%,98.924%
倦,2628,15514,0.002%,98.925%
芷,2629,15445,0.002%,98.927%
疚,2630,15413,0.002%,98.928%
翁,2631,15399,0.002%,98.930%
淘,2632,15380,0.002%,98.931%
猾,2633,15375,0.002%,98.933%
嗜,2634,15370,0.002%,98.934%
翎,2635,15342,0.002%,98.936%
陨,2636,15322,0.002%,98.938%
熬,2637,15285,0.002%,98.939%
藉,2638,15282,0.002%,98.941%
窍,2639,15252,0.002%,98.942%
掷,2640,15182,0.002%,98.944%
勋,2641,15138,0.001%,98.945%
咖,2642,15129,0.001%,98.947%
磕,2643,15110,0.001%,98.948%
鸦,2644,15107,0.001%,98.950%
铸,2645,15077,0.001%,98.951%
棺,2646,15034,0.001%,98.953%
翩,2647,15034,0.001%,98.954%
叨,2648,15030,0.001%,98.955%
倏,2649,15017,0.001%,98.957%
奢,2650,15005,0.001%,98.958%
扳,2651,15001,0.001%,98.960%
乍,2652,14970,0.001%,98.961%
叙,2653,14898,0.001%,98.963%
嗽,2654,14874,0.001%,98.964%
辟,2655,14859,0.001%,98.966%
畜,2656,14840,0.001%,98.967%
擎,2657,14831,0.001%,98.969%
霎,2658,14829,0.001%,98.970%
倘,2659,14825,0.001%,98.972%
嫉,2660,14823,0.001%,98.973%
陋,2661,14818,0.001%,98.975%
郝,2662,14801,0.001%,98.976%
搁,2663,14763,0.001%,98.978%
瘫,2664,14758,0.001%,98.979%
钥,2665,14740,0.001%,98.980%
哆,2666,14737,0.001%,98.982%
茅,2667,14681,0.001%,98.983%
峻,2668,14634,0.001%,98.985%
蜘,2669,14625,0.001%,98.986%
匙,2670,14623,0.001%,98.988%
趋,2671,14608,0.001%,98.989%
窄,2672,14589,0.001%,98.991%
啡,2673,14529,0.001%,98.992%
绞,2674,14493,0.001%,98.993%
伺,2675,14439,0.001%,98.995%
莺,2676,14434,0.001%,98.996%
邱,2677,14403,0.001%,98.998%
酥,2678,14401,0.001%,98.999%
姥,2679,14371,0.001%,99.001%
菊,2680,14371,0.001%,99.002%
蛊,2681,14371,0.001%,99.003%
粘,2682,14357,0.001%,99.005%
恳,2683,14349,0.001%,99.006%
醋,2684,14338,0.001%,99.008%
绷,2685,14317,0.001%,99.009%
淌,2686,14310,0.001%,99.010%
炫,2687,14293,0.001%,99.012%
淮,2688,14236,0.001%,99.013%
渠,2689,14209,0.001%,99.015%
娱,2690,14177,0.001%,99.016%
丐,2691,14152,0.001%,99.018%
履,2692,14082,0.001%,99.019%
症,2693,14066,0.001%,99.020%
捞,2694,14048,0.001%,99.022%
塑,2695,14023,0.001%,99.023%
蔑,2696,14003,0.001%,99.024%
眩,2697,13983,0.001%,99.026%
衔,2698,13977,0.001%,99.027%
禽,2699,13964,0.001%,99.029%
蒸,2700,13920,0.001%,99.030%
炀,2701,13917,0.001%,99.031%
涟,2702,13914,0.001%,99.033%
傀,2703,13913,0.001%,99.034%
嗖,2704,13899,0.001%,99.035%
淳,2705,13882,0.001%,99.037%
挟,2706,13878,0.001%,99.038%
佘,2707,13791,0.001%,99.040%
柏,2708,13705,0.001%,99.041%
帆,2709,13660,0.001%,99.042%
绰,2710,13642,0.001%,99.044%
歧,2711,13629,0.001%,99.045%
渔,2712,13603,0.001%,99.046%
敞,2713,13600,0.001%,99.048%
徽,2714,13578,0.001%,99.049%
缄,2715,13573,0.001%,99.050%
彬,2716,13556,0.001%,99.052%
厥,2717,13554,0.001%,99.053%
讪,2718,13548,0.001%,99.054%
瞟,2719,13465,0.001%,99.056%
茂,2720,13454,0.001%,99.057%
疤,2721,13413,0.001%,99.058%
霹,2722,13399,0.001%,99.060%
惭,2723,13370,0.001%,99.061%
瑾,2724,13362,0.001%,99.062%
猿,2725,13357,0.001%,99.064%
迸,2726,13356,0.001%,99.065%
眶,2727,13344,0.001%,99.066%
豁,2728,13334,0.001%,99.068%
宵,2729,13330,0.001%,99.069%
沼,2730,13323,0.001%,99.070%
肿,2731,13315,0.001%,99.072%
卸,2732,13299,0.001%,99.073%
钩,2733,13268,0.001%,99.074%
捅,2734,13259,0.001%,99.076%
婢,2735,13240,0.001%,99.077%
沮,2736,13239,0.001%,99.078%
荐,2737,13213,0.001%,99.079%
肺,2738,13183,0.001%,99.081%
亨,2739,13178,0.001%,99.082%
页,2740,13177,0.001%,99.083%
踹,2741,13173,0.001%,99.085%
戬,2742,13154,0.001%,99.086%
忖,2743,13131,0.001%,99.087%
斐,2744,13122,0.001%,99.089%
碑,2745,13117,0.001%,99.090%
芦,2746,13103,0.001%,99.091%
瓷,2747,13073,0.001%,99.092%
拘,2748,13071,0.001%,99.094%
钧,2749,13066,0.001%,99.095%
雳,2750,13066,0.001%,99.096%
迭,2751,13055,0.001%,99.098%
贩,2752,13045,0.001%,99.099%
屡,2753,13032,0.001%,99.100%
漩,2754,13025,0.001%,99.101%
夭,2755,13023,0.001%,99.103%
鲍,2756,13015,0.001%,99.104%
儡,2757,13007,0.001%,99.105%
吏,2758,12974,0.001%,99.107%
捆,2759,12972,0.001%,99.108%
扛,2760,12954,0.001%,99.109%
曰,2761,12950,0.001%,99.110%
鹫,2762,12949,0.001%,99.112%
届,2763,12944,0.001%,99.113%
蝉,2764,12943,0.001%,99.114%
怠,2765,12928,0.001%,99.116%
搓,2766,12928,0.001%,99.117%
漪,2767,12919,0.001%,99.118%
侮,2768,12896,0.001%,99.119%
脊,2769,12879,0.001%,99.121%
栗,2770,12877,0.001%,99.122%
萱,2771,12863,0.001%,99.123%
叱,2772,12841,0.001%,99.124%
淹,2773,12832,0.001%,99.126%
驼,2774,12827,0.001%,99.127%
拎,2775,12766,0.001%,99.128%
娟,2776,12760,0.001%,99.130%
揍,2777,12722,0.001%,99.131%
嗅,2778,12715,0.001%,99.132%
菱,2779,12708,0.001%,99.133%
槐,2780,12689,0.001%,99.135%
汁,2781,12677,0.001%,99.136%
惮,2782,12670,0.001%,99.137%
襄,2783,12660,0.001%,99.138%
蟒,2784,12635,0.001%,99.140%
邻,2785,12590,0.001%,99.141%
姗,2786,12588,0.001%,99.142%
账,2787,12575,0.001%,99.143%
樊,2788,12541,0.001%,99.145%
衅,2789,12501,0.001%,99.146%
砖,2790,12490,0.001%,99.147%
喽,2791,12486,0.001%,99.148%
瘾,2792,12482,0.001%,99.149%
抿,2793,12464,0.001%,99.151%
弛,2794,12444,0.001%,99.152%
霓,2795,12428,0.001%,99.153%
览,2796,12410,0.001%,99.154%
妆,2797,12373,0.001%,99.156%
澈,2798,12367,0.001%,99.157%
僻,2799,12356,0.001%,99.158%
挫,2800,12342,0.001%,99.159%
矣,2801,12322,0.001%,99.160%
妩,2802,12321,0.001%,99.162%
厦,2803,12284,0.001%,99.163%
喻,2804,12276,0.001%,99.164%
杏,2805,12266,0.001%,99.165%
桐,2806,12213,0.001%,99.167%
倪,2807,12211,0.001%,99.168%
噩,2808,12157,0.001%,99.169%
拧,2809,12144,0.001%,99.170%
燥,2810,12129,0.001%,99.171%
沦,2811,12122,0.001%,99.173%
芊,2812,12101,0.001%,99.174%
揪,2813,12083,0.001%,99.175%
铲,2814,12082,0.001%,99.176%
郊,2815,12060,0.001%,99.177%
蚂,2816,12055,0.001%,99.179%
帖,2817,12052,0.001%,99.180%
孕,2818,12038,0.001%,99.181%
跺,2819,11997,0.001%,99.182%
蹈,2820,11958,0.001%,99.183%
冀,2821,11931,0.001%,99.184%
盐,2822,11931,0.001%,99.186%
蹭,2823,11928,0.001%,99.187%
阮,2824,11924,0.001%,99.188%
婪,2825,11919,0.001%,99.189%
巅,2826,11918,0.001%,99.190%
株,2827,11910,0.001%,99.192%
喇,2828,11909,0.001%,99.193%
襟,2829,11890,0.001%,99.194%
婿,2830,11862,0.001%,99.195%
鞠,2831,11843,0.001%,99.196%
盏,2832,11808,0.001%,99.197%
嬉,2833,11795,0.001%,99.199%
凹,2834,11789,0.001%,99.200%
敦,2835,11772,0.001%,99.201%
膜,2836,11743,0.001%,99.202%
焉,2837,11733,0.001%,99.203%
跋,2838,11699,0.001%,99.204%
剪,2839,11691,0.001%,99.206%
呕,2840,11628,0.001%,99.207%
颓,2841,11588,0.001%,99.208%
妓,2842,11587,0.001%,99.209%
棘,2843,11587,0.001%,99.210%
桩,2844,11585,0.001%,99.211%
稚,2845,11578,0.001%,99.212%
逞,2846,11576,0.001%,99.214%
僚,2847,11573,0.001%,99.215%
谍,2848,11529,0.001%,99.216%
桂,2849,11523,0.001%,99.217%
嵌,2850,11519,0.001%,99.218%
勿,2851,11518,0.001%,99.219%
撩,2852,11490,0.001%,99.220%
琦,2853,11487,0.001%,99.222%
穹,2854,11472,0.001%,99.223%
梧,2855,11460,0.001%,99.224%
拭,2856,11442,0.001%,99.225%
焱,2857,11438,0.001%,99.226%
债,2858,11421,0.001%,99.227%
脯,2859,11398,0.001%,99.228%
掘,2860,11391,0.001%,99.229%
熠,2861,11389,0.001%,99.231%
朽,2862,11388,0.001%,99.232%
疫,2863,11387,0.001%,99.233%
拇,2864,11386,0.001%,99.234%
窒,2865,11378,0.001%,99.235%
吭,2866,11371,0.001%,99.236%
墟,2867,11358,0.001%,99.237%
顷,2868,11349,0.001%,99.238%
涣,2869,11348,0.001%,99.240%
镶,2870,11346,0.001%,99.241%
邵,2871,11341,0.001%,99.242%
忿,2872,11335,0.001%,99.243%
睿,2873,11319,0.001%,99.244%
峨,2874,11282,0.001%,99.245%
漾,2875,11242,0.001%,99.246%
梨,2876,11236,0.001%,99.247%
邸,2877,11215,0.001%,99.248%
酬,2878,11179,0.001%,99.250%
咋,2879,11172,0.001%,99.251%
奕,2880,11164,0.001%,99.252%
寥,2881,11141,0.001%,99.253%
呸,2882,11111,0.001%,99.254%
饥,2883,11107,0.001%,99.255%
蝙,2884,11101,0.001%,99.256%
涅,2885,11100,0.001%,99.257%
肋,2886,11054,0.001%,99.258%
峙,2887,11049,0.001%,99.259%
译,2888,11013,0.001%,99.261%
漓,2889,11007,0.001%,99.262%
凸,2890,10996,0.001%,99.263%
砚,2891,10981,0.001%,99.264%
剔,2892,10980,0.001%,99.265%
垫,2893,10980,0.001%,99.266%
瞻,2894,10961,0.001%,99.267%
镰,2895,10959,0.001%,99.268%
噜,2896,10950,0.001%,99.269%
瞅,2897,10941,0.001%,99.270%
梳,2898,10939,0.001%,99.271%
熄,2899,10912,0.001%,99.272%
眷,2900,10864,0.001%,99.274%
胤,2901,10851,0.001%,99.275%
蹬,2902,10850,0.001%,99.276%
婕,2903,10818,0.001%,99.277%
绘,2904,10802,0.001%,99.278%
岔,2905,10776,0.001%,99.279%
址,2906,10765,0.001%,99.280%
坊,2907,10765,0.001%,99.281%
幢,2908,10736,0.001%,99.282%
蝴,2909,10736,0.001%,99.283%
猩,2910,10735,0.001%,99.284%
萌,2911,10723,0.001%,99.285%
禹,2912,10695,0.001%,99.286%
唾,2913,10679,0.001%,99.287%
湛,2914,10679,0.001%,99.288%
飙,2915,10674,0.001%,99.289%
揣,2916,10666,0.001%,99.291%
侥,2917,10660,0.001%,99.292%
螺,2918,10650,0.001%,99.293%
驭,2919,10646,0.001%,99.294%
侣,2920,10624,0.001%,99.295%
肘,2921,10607,0.001%,99.296%
熏,2922,10592,0.001%,99.297%
聘,2923,10570,0.001%,99.298%
唬,2924,10534,0.001%,99.299%
垮,2925,10524,0.001%,99.300%
谊,2926,10517,0.001%,99.301%
麾,2927,10517,0.001%,99.302%
讥,2928,10488,0.001%,99.303%
龚,2929,10475,0.001%,99.304%
沛,2930,10464,0.001%,99.305%
嗷,2931,10458,0.001%,99.306%
箫,2932,10438,0.001%,99.307%
宪,2933,10430,0.001%,99.308%
镯,2934,10412,0.001%,99.309%
琐,2935,10364,0.001%,99.310%
髓,2936,10358,0.001%,99.311%
薪,2937,10357,0.001%,99.312%
毯,2938,10333,0.001%,99.313%
匿,2939,10292,0.001%,99.314%
裕,2940,10292,0.001%,99.315%
骸,2941,10264,0.001%,99.316%
匈,2942,10259,0.001%,99.317%
跄,2943,10245,0.001%,99.318%
瓣,2944,10243,0.001%,99.319%
懈,2945,10237,0.001%,99.320%
搀,2946,10237,0.001%,99.321%
脂,2947,10233,0.001%,99.322%
葫,2948,10221,0.001%,99.324%
澎,2949,10218,0.001%,99.325%
翡,2950,10191,0.001%,99.326%
膨,2951,10188,0.001%,99.327%
沁,2952,10185,0.001%,99.328%
悸,2953,10173,0.001%,99.329%
踉,2954,10165,0.001%,99.330%
妲,2955,10163,0.001%,99.331%
憨,2956,10163,0.001%,99.332%
苹,2957,10141,0.001%,99.333%
癸,2958,10140,0.001%,99.334%
泻,2959,10133,0.001%,99.335%
黝,2960,10069,0.001%,99.336%
渣,2961,10056,0.001%,99.337%
枢,2962,10041,0.001%,99.338%
酿,2963,10040,0.001%,99.339%
皓,2964,10033,0.001%,99.340%
眈,2965,9986,0.001%,99.341%
玑,2966,9982,0.001%,99.342%
兢,2967,9916,0.001%,99.342%
畔,2968,9908,0.001%,99.343%
筷,2969,9905,0.001%,99.344%
懊,2970,9900,0.001%,99.345%
糖,2971,9897,0.001%,99.346%
伞,2972,9873,0.001%,99.347%
杭,2973,9870,0.001%,99.348%
詹,2974,9865,0.001%,99.349%
综,2975,9848,0.001%,99.350%
缉,2976,9838,0.001%,99.351%
尿,2977,9835,0.001%,99.352%
嚓,2978,9834,0.001%,99.353%
刁,2979,9829,0.001%,99.354%
惚,2980,9822,0.001%,99.355%
瑕,2981,9810,0.001%,99.356%
奎,2982,9801,0.001%,99.357%
棉,2983,9797,0.001%,99.358%
鲸,2984,9797,0.001%,99.359%
瀑,2985,9793,0.001%,99.360%
践,2986,9793,0.001%,99.361%
熔,2987,9779,0.001%,99.362%
鹅,2988,9766,0.001%,99.363%
秉,2989,9765,0.001%,99.364%
傍,2990,9742,0.001%,99.365%
霖,2991,9735,0.001%,99.366%
鹃,2992,9729,0.001%,99.367%
坟,2993,9709,0.001%,99.368%
澄,2994,9690,0.001%,99.369%
逮,2995,9685,0.001%,99.370%
绸,2996,9666,0.001%,99.371%
隋,2997,9638,0.001%,99.372%
骏,2998,9620,0.001%,99.372%
暧,2999,9616,0.001%,99.373%
媛,3000,9572,0.001%,99.374%
驯,3001,9563,0.001%,99.375%
崆,3002,9553,0.001%,99.376%
锥,3003,9519,0.001%,99.377%
湃,3004,9518,0.001%,99.378%
狩,3005,9500,0.001%,99.379%
媳,3006,9498,0.001%,99.380%
稻,3007,9497,0.001%,99.381%
叽,3008,9487,0.001%,99.382%
姻,3009,9458,0.001%,99.383%
拙,3010,9455,0.001%,99.384%
绚,3011,9420,0.001%,99.385%
扒,3012,9406,0.001%,99.386%
靡,3013,9400,0.001%,99.387%
簇,3014,9399,0.001%,99.388%
饼,3015,9398,0.001%,99.388%
蚕,3016,9396,0.001%,99.389%
叩,3017,9391,0.001%,99.390%
亢,3018,9378,0.001%,99.391%
赠,3019,9359,0.001%,99.392%
辖,3020,9359,0.001%,99.393%
斋,3021,9357,0.001%,99.394%
咸,3022,9348,0.001%,99.395%
碟,3023,9343,0.001%,99.396%
蝇,3024,9342,0.001%,99.397%
秩,3025,9252,0.001%,99.398%
诏,3026,9233,0.001%,99.399%
嚼,3027,9216,0.001%,99.400%
卵,3028,9164,0.001%,99.400%
朔,3029,9164,0.001%,99.401%
胶,3030,9156,0.001%,99.402%
倔,3031,9145,0.001%,99.403%
罐,3032,9139,0.001%,99.404%
炯,3033,9138,0.001%,99.405%
冶,3034,9136,0.001%,99.406%
弊,3035,9134,0.001%,99.407%
讳,3036,9123,0.001%,99.408%
缭,3037,9086,0.001%,99.409%
戳,3038,9075,0.001%,99.409%
搐,3039,9072,0.001%,99.410%
驴,3040,9064,0.001%,99.411%
聋,3041,9046,0.001%,99.412%
禄,3042,9044,0.001%,99.413%
盲,3043,9041,0.001%,99.414%
蚊,3044,9035,0.001%,99.415%
浊,3045,9032,0.001%,99.416%
鲨,3046,9027,0.001%,99.417%
唧,3047,9018,0.001%,99.417%
恙,3048,8993,0.001%,99.418%
懿,3049,8983,0.001%,99.419%
铮,3050,8980,0.001%,99.420%
佬,3051,8972,0.001%,99.421%
唰,3052,8944,0.001%,99.422%
镔,3053,8942,0.001%,99.423%
炙,3054,8938,0.001%,99.424%
阀,3055,8934,0.001%,99.425%
凳,3056,8928,0.001%,99.425%
啃,3057,8915,0.001%,99.426%
绅,3058,8908,0.001%,99.427%
锡,3059,8908,0.001%,99.428%
啼,3060,8876,0.001%,99.429%
厄,3061,8872,0.001%,99.430%
鸭,3062,8871,0.001%,99.431%
锢,3063,8868,0.001%,99.432%
捶,3064,8825,0.001%,99.432%
滥,3065,8795,0.001%,99.433%
匣,3066,8776,0.001%,99.434%
呛,3067,8747,0.001%,99.435%
搔,3068,8745,0.001%,99.436%
偎,3069,8737,0.001%,99.437%
谜,3070,8728,0.001%,99.438%
屿,3071,8721,0.001%,99.439%
伽,3072,8717,0.001%,99.439%
悯,3073,8715,0.001%,99.440%
钓,3074,8664,0.001%,99.441%
鸾,3075,8624,0.001%,99.442%
煮,3076,8622,0.001%,99.443%
娴,3077,8612,0.001%,99.444%
桀,3078,8601,0.001%,99.445%
拯,3079,8590,0.001%,99.445%
蜥,3080,8572,0.001%,99.446%
拣,3081,8560,0.001%,99.447%
杉,3082,8547,0.001%,99.448%
谣,3083,8539,0.001%,99.449%
泳,3084,8525,0.001%,99.450%
咔,3085,8517,0.001%,99.450%
煜,3086,8476,0.001%,99.451%
祟,3087,8476,0.001%,99.452%
缴,3088,8459,0.001%,99.453%
笙,3089,8446,0.001%,99.454%
忑,3090,8413,0.001%,99.455%
囔,3091,8410,0.001%,99.455%
冈,3092,8406,0.001%,99.456%
璐,3093,8394,0.001%,99.457%
喳,3094,8389,0.001%,99.458%
炭,3095,8387,0.001%,99.459%
靴,3096,8349,0.001%,99.460%
崎,3097,8339,0.001%,99.460%
忐,3098,8339,0.001%,99.461%
睬,3099,8320,0.001%,99.462%
甄,3100,8318,0.001%,99.463%
泓,3101,8309,0.001%,99.464%
晖,3102,8291,0.001%,99.465%
璧,3103,8265,0.001%,99.465%
烬,3104,8233,0.001%,99.466%
哽,3105,8222,0.001%,99.467%
肝,3106,8213,0.001%,99.468%
痞,3107,8210,0.001%,99.469%
涕,3108,8209,0.001%,99.469%
栖,3109,8207,0.001%,99.470%
堤,3110,8202,0.001%,99.471%
炒,3111,8149,0.001%,99.472%
稽,3112,8148,0.001%,99.473%
棱,3113,8124,0.001%,99.473%
纲,3114,8117,0.001%,99.474%
戾,3115,8101,0.001%,99.475%
驸,3116,8093,0.001%,99.476%
闺,3117,8091,0.001%,99.477%
壤,3118,8084,0.001%,99.477%
赦,3119,8076,0.001%,99.478%
榕,3120,8064,0.001%,99.479%
浇,3121,8052,0.001%,99.480%
厕,3122,8043,0.001%,99.481%
棚,3123,8012,0.001%,99.481%
殖,3124,8011,0.001%,99.482%
舵,3125,8006,0.001%,99.483%
袅,3126,8003,0.001%,99.484%
