# 现代汉语语料库汉字频率表
# 语料规模：2000万字 ，只列入出现次数大于5次的字
# 制作：www.cncorpus.org 语料库在线网站
汉字,排名,出现次数,频率（%）,累积频率（%）
莼,4513,24.0,2.0E-4,99.89610000000124
磬,4514,24.0,2.0E-4,99.89710000000127
绺,4515,24.0,2.0E-4,99.89730000000128
哐,4516,24.0,2.0E-4,99.89750000000129
宕,4517,24.0,2.0E-4,99.89910000000134
孀,4518,24.0,2.0E-4,99.8977000000013
柘,4519,24.0,2.0E-4,99.8979000000013
咫,4520,24.0,2.0E-4,99.8981000000013
鄱,4521,24.0,2.0E-4,99.89830000000131
诿,4522,24.0,2.0E-4,99.89850000000132
蜈,4523,24.0,2.0E-4,99.89870000000133
弭,4524,24.0,2.0E-4,99.89890000000133
垩,4525,24.0,2.0E-4,99.89690000000127
恸,4526,24.0,2.0E-4,99.89430000000118
筲,4527,24.0,2.0E-4,99.8947000000012
姣,4528,24.0,2.0E-4,99.89310000000114
踝,4529,24.0,2.0E-4,99.89650000000125
蚣,4530,24.0,2.0E-4,99.89410000000117
睨,4531,24.0,2.0E-4,99.89450000000119
旌,4532,23.0,1.0E-4,99.9007000000014
谲,4533,23.0,1.0E-4,99.90030000000138
饬,4534,23.0,1.0E-4,99.90010000000137
a,4535,23.0,1.0E-4,99.90000000000137
鸨,4536,23.0,1.0E-4,99.89990000000137
陲,4537,23.0,1.0E-4,99.89980000000136
洵,4538,23.0,1.0E-4,99.89970000000136
璜,4539,23.0,1.0E-4,99.89960000000136
氘,4540,23.0,1.0E-4,99.89950000000135
杳,4541,23.0,1.0E-4,99.89940000000135
浚,4542,23.0,1.0E-4,99.90060000000139
锟,4543,23.0,1.0E-4,99.90210000000144
牯,4544,23.0,1.0E-4,99.90200000000144
痂,4545,23.0,1.0E-4,99.90140000000142
戾,4546,23.0,1.0E-4,99.90190000000143
麒,4547,23.0,1.0E-4,99.90180000000143
镉,4548,23.0,1.0E-4,99.90170000000143
绀,4549,23.0,1.0E-4,99.90160000000142
痣,4550,23.0,1.0E-4,99.90150000000142
忪,4551,23.0,1.0E-4,99.90220000000144
黏,4552,23.0,1.0E-4,99.90130000000141
囵,4553,23.0,1.0E-4,99.90120000000141
颦,4554,23.0,1.0E-4,99.9011000000014
赊,4555,23.0,1.0E-4,99.9010000000014
蟠,4556,23.0,1.0E-4,99.90050000000139
癸,4557,23.0,1.0E-4,99.9009000000014
劾,4558,23.0,1.0E-4,99.90020000000138
胯,4559,23.0,1.0E-4,99.9008000000014
鲟,4560,23.0,1.0E-4,99.90040000000138
赕,4561,22.0,1.0E-4,99.9040000000015
夥,4562,22.0,1.0E-4,99.9041000000015
踅,4563,22.0,1.0E-4,99.90420000000151
袤,4564,22.0,1.0E-4,99.90430000000151
佚,4565,22.0,1.0E-4,99.90440000000152
抻,4566,22.0,1.0E-4,99.90560000000156
疥,4567,22.0,1.0E-4,99.90460000000152
涔,4568,22.0,1.0E-4,99.9039000000015
罹,4569,22.0,1.0E-4,99.90480000000153
囫,4570,22.0,1.0E-4,99.90490000000153
黜,4571,22.0,1.0E-4,99.90370000000149
辊,4572,22.0,1.0E-4,99.90500000000154
碓,4573,22.0,1.0E-4,99.90450000000152
龋,4574,22.0,1.0E-4,99.90510000000154
虻,4575,22.0,1.0E-4,99.90520000000154
璞,4576,22.0,1.0E-4,99.90530000000155
谩,4577,22.0,1.0E-4,99.90540000000155
蹓,4578,22.0,1.0E-4,99.90550000000155
孬,4579,22.0,1.0E-4,99.90470000000153
訢,4580,22.0,1.0E-4,99.90360000000149
愠,4581,22.0,1.0E-4,99.90280000000146
馥,4582,22.0,1.0E-4,99.90260000000146
膑,4583,22.0,1.0E-4,99.90290000000147
砥,4584,22.0,1.0E-4,99.90240000000145
洱,4585,22.0,1.0E-4,99.90230000000145
菖,4586,22.0,1.0E-4,99.90250000000145
咣,4587,22.0,1.0E-4,99.90300000000147
栎,4588,22.0,1.0E-4,99.90310000000147
鲮,4589,22.0,1.0E-4,99.9038000000015
绾,4590,22.0,1.0E-4,99.90330000000148
嗟,4591,22.0,1.0E-4,99.90270000000146
缈,4592,22.0,1.0E-4,99.90340000000148
骷,4593,22.0,1.0E-4,99.90350000000149
d,4594,22.0,1.0E-4,99.90320000000148
崮,4595,21.0,1.0E-4,99.9071000000016
稷,4596,21.0,1.0E-4,99.90740000000162
邕,4597,21.0,1.0E-4,99.9070000000016
邛,4598,21.0,1.0E-4,99.90580000000156
猷,4599,21.0,1.0E-4,99.9069000000016
咩,4600,21.0,1.0E-4,99.90600000000157
莠,4601,21.0,1.0E-4,99.90670000000159
秫,4602,21.0,1.0E-4,99.90750000000162
揄,4603,21.0,1.0E-4,99.90650000000159
纨,4604,21.0,1.0E-4,99.90640000000158
砻,4605,21.0,1.0E-4,99.90630000000158
帧,4606,21.0,1.0E-4,99.90810000000164
鹄,4607,21.0,1.0E-4,99.90620000000158
揶,4608,21.0,1.0E-4,99.9068000000016
漕,4609,21.0,1.0E-4,99.90610000000157
颉,4610,21.0,1.0E-4,99.90660000000159
嬗,4611,21.0,1.0E-4,99.90830000000165
酪,4612,21.0,1.0E-4,99.90910000000167
镓,4613,21.0,1.0E-4,99.90900000000167
胄,4614,21.0,1.0E-4,99.90890000000167
蝼,4615,21.0,1.0E-4,99.90880000000166
顼,4616,21.0,1.0E-4,99.90870000000166
蓓,4617,21.0,1.0E-4,99.90860000000166
豺,4618,21.0,1.0E-4,99.90720000000161
奁,4619,21.0,1.0E-4,99.90570000000156
钋,4620,21.0,1.0E-4,99.90590000000157
鏖,4621,21.0,1.0E-4,99.90730000000161
徇,4622,21.0,1.0E-4,99.90770000000163
窕,4623,21.0,1.0E-4,99.90780000000163
噌,4624,21.0,1.0E-4,99.90790000000163
钍,4625,21.0,1.0E-4,99.90800000000164
闩,4626,21.0,1.0E-4,99.90920000000168
榭,4627,21.0,1.0E-4,99.90820000000164
忒,4628,21.0,1.0E-4,99.90760000000162
塍,4629,21.0,1.0E-4,99.90840000000165
栾,4630,21.0,1.0E-4,99.90850000000165
巯,4631,20.0,1.0E-4,99.9101000000017
绌,4632,20.0,1.0E-4,99.91020000000171
疖,4633,20.0,1.0E-4,99.91030000000171
嘭,4634,20.0,1.0E-4,99.91040000000172
洮,4635,20.0,1.0E-4,99.91050000000172
甙,4636,20.0,1.0E-4,99.91060000000172
瓤,4637,20.0,1.0E-4,99.91070000000173
鸪,4638,20.0,1.0E-4,99.91080000000173
鹧,4639,20.0,1.0E-4,99.91090000000173
昶,4640,20.0,1.0E-4,99.91100000000174
飓,4641,20.0,1.0E-4,99.91110000000174
锲,4642,20.0,1.0E-4,99.91120000000174
盥,4643,20.0,1.0E-4,99.9128000000018
窈,4644,20.0,1.0E-4,99.91140000000175
靼,4645,20.0,1.0E-4,99.9100000000017
颛,4646,20.0,1.0E-4,99.91160000000176
浔,4647,20.0,1.0E-4,99.91170000000176
荥,4648,20.0,1.0E-4,99.91180000000176
呤,4649,20.0,1.0E-4,99.91190000000176
臾,4650,20.0,1.0E-4,99.91200000000177
颔,4651,20.0,1.0E-4,99.91210000000177
煜,4652,20.0,1.0E-4,99.91220000000177
鞣,4653,20.0,1.0E-4,99.91230000000178
咤,4654,20.0,1.0E-4,99.91240000000178
舨,4655,20.0,1.0E-4,99.90940000000168
猥,4656,20.0,1.0E-4,99.91250000000178
喁,4657,20.0,1.0E-4,99.91130000000175
唑,4658,20.0,1.0E-4,99.91260000000179
蠡,4659,20.0,1.0E-4,99.91270000000179
搡,4660,20.0,1.0E-4,99.91150000000175
煅,4661,20.0,1.0E-4,99.90930000000168
淄,4662,20.0,1.0E-4,99.9099000000017
摺,4663,20.0,1.0E-4,99.9098000000017
兖,4664,20.0,1.0E-4,99.90970000000169
峥,4665,20.0,1.0E-4,99.90960000000169
呲,4666,20.0,1.0E-4,99.90950000000169
啾,4667,19.0,1.0E-4,99.91460000000185
掮,4668,19.0,1.0E-4,99.91500000000187
榛,4669,19.0,1.0E-4,99.91510000000187
硷,4670,19.0,1.0E-4,99.91570000000189
钼,4671,19.0,1.0E-4,99.91540000000188
荸,4672,19.0,1.0E-4,99.91550000000188
颀,4673,19.0,1.0E-4,99.91670000000192
磐,4674,19.0,1.0E-4,99.91560000000189
鹑,4675,19.0,1.0E-4,99.91490000000186
诩,4676,19.0,1.0E-4,99.9158000000019
柩,4677,19.0,1.0E-4,99.9159000000019
黢,4678,19.0,1.0E-4,99.9161000000019
俪,4679,19.0,1.0E-4,99.91620000000191
饪,4680,19.0,1.0E-4,99.91630000000191
姘,4681,19.0,1.0E-4,99.91640000000191
艄,4682,19.0,1.0E-4,99.91650000000192
苕,4683,19.0,1.0E-4,99.9160000000019
箸,4684,19.0,1.0E-4,99.91680000000193
攸,4685,19.0,1.0E-4,99.91660000000192
佘,4686,19.0,1.0E-4,99.91530000000188
挲,4687,19.0,1.0E-4,99.91380000000183
矽,4688,19.0,1.0E-4,99.91470000000186
瓒,4689,19.0,1.0E-4,99.9131000000018
孳,4690,19.0,1.0E-4,99.9129000000018
，,4691,19.0,1.0E-4,99.91320000000181
璐,4692,19.0,1.0E-4,99.91330000000181
翦,4693,19.0,1.0E-4,99.91340000000181
杵,4694,19.0,1.0E-4,99.91350000000182
桀,4695,19.0,1.0E-4,99.91360000000182
茏,4696,19.0,1.0E-4,99.91370000000182
谵,4697,19.0,1.0E-4,99.91400000000183
妍,4698,19.0,1.0E-4,99.91480000000186
檄,4699,19.0,1.0E-4,99.91520000000187
暹,4700,19.0,1.0E-4,99.91390000000183
镕,4701,19.0,1.0E-4,99.9130000000018
纣,4702,19.0,1.0E-4,99.91410000000184
鲷,4703,19.0,1.0E-4,99.91420000000184
忻,4704,19.0,1.0E-4,99.91430000000184
醺,4705,19.0,1.0E-4,99.91440000000185
婺,4706,19.0,1.0E-4,99.91450000000185
潍,4707,18.0,1.0E-4,99.919100000002
潞,4708,18.0,1.0E-4,99.91920000000201
吡,4709,18.0,1.0E-4,99.91930000000201
碣,4710,18.0,1.0E-4,99.91870000000199
郗,4711,18.0,1.0E-4,99.91940000000201
骰,4712,18.0,1.0E-4,99.91950000000202
鳊,4713,18.0,1.0E-4,99.92010000000204
岫,4714,18.0,1.0E-4,99.91960000000202
笸,4715,18.0,1.0E-4,99.919000000002
汴,4716,18.0,1.0E-4,99.91980000000203
忸,4717,18.0,1.0E-4,99.91990000000203
珲,4718,18.0,1.0E-4,99.92030000000204
蕙,4719,18.0,1.0E-4,99.92090000000206
怩,4720,18.0,1.0E-4,99.92080000000206
鹞,4721,18.0,1.0E-4,99.92070000000206
槃,4722,18.0,1.0E-4,99.92060000000205
墒,4723,18.0,1.0E-4,99.92050000000205
咝,4724,18.0,1.0E-4,99.92040000000205
崑,4725,18.0,1.0E-4,99.92000000000203
濯,4726,18.0,1.0E-4,99.92020000000204
×,4727,18.0,1.0E-4,99.91970000000202
褓,4728,18.0,1.0E-4,99.91860000000199
襁,4729,18.0,1.0E-4,99.91780000000196
峒,4730,18.0,1.0E-4,99.91750000000195
濠,4731,18.0,1.0E-4,99.91770000000196
腓,4732,18.0,1.0E-4,99.91740000000195
脒,4733,18.0,1.0E-4,99.91730000000194
耆,4734,18.0,1.0E-4,99.91720000000194
谄,4735,18.0,1.0E-4,99.91710000000194
馊,4736,18.0,1.0E-4,99.91700000000193
咻,4737,18.0,1.0E-4,99.91690000000193
鳔,4738,18.0,1.0E-4,99.91760000000195
凫,4739,18.0,1.0E-4,99.91790000000196
柽,4740,18.0,1.0E-4,99.91800000000197
犸,4741,18.0,1.0E-4,99.91810000000197
爿,4742,18.0,1.0E-4,99.91820000000197
巳,4743,18.0,1.0E-4,99.91830000000198
驸,4744,18.0,1.0E-4,99.91840000000198
俵,4745,18.0,1.0E-4,99.918900000002
邈,4746,18.0,1.0E-4,99.91850000000198
羿,4747,18.0,1.0E-4,99.918800000002
熜,4748,17.0,1.0E-4,99.92100000000207
恫,4749,17.0,1.0E-4,99.92110000000207
椴,4750,17.0,1.0E-4,99.92120000000207
蠖,4751,17.0,1.0E-4,99.92130000000208
铤,4752,17.0,1.0E-4,99.92140000000208
澹,4753,17.0,1.0E-4,99.92390000000216
捱,4754,17.0,1.0E-4,99.92280000000213
唿,4755,17.0,1.0E-4,99.92340000000215
鱇,4756,17.0,1.0E-4,99.92470000000219
鮟,4757,17.0,1.0E-4,99.92150000000208
嫖,4758,17.0,1.0E-4,99.92400000000217
龊,4759,17.0,1.0E-4,99.92360000000215
啐,4760,17.0,1.0E-4,99.92410000000217
莞,4761,17.0,1.0E-4,99.92420000000217
钒,4762,17.0,1.0E-4,99.92430000000218
汶,4763,17.0,1.0E-4,99.92440000000218
嚯,4764,17.0,1.0E-4,99.9248000000022
偃,4765,17.0,1.0E-4,99.92540000000221
娲,4766,17.0,1.0E-4,99.92530000000221
煊,4767,17.0,1.0E-4,99.9252000000022
蔻,4768,17.0,1.0E-4,99.9251000000022
渚,4769,17.0,1.0E-4,99.92450000000218
遛,4770,17.0,1.0E-4,99.9249000000022
赅,4771,17.0,1.0E-4,99.9250000000022
蛴,4772,17.0,1.0E-4,99.92460000000219
螬,4773,17.0,1.0E-4,99.92380000000216
茯,4774,17.0,1.0E-4,99.92240000000211
帼,4775,17.0,1.0E-4,99.92170000000209
鎯,4776,17.0,1.0E-4,99.9218000000021
仞,4777,17.0,1.0E-4,99.9219000000021
剜,4778,17.0,1.0E-4,99.9220000000021
炷,4779,17.0,1.0E-4,99.9221000000021
煨,4780,17.0,1.0E-4,99.9222000000021
棣,4781,17.0,1.0E-4,99.92230000000211
迺,4782,17.0,1.0E-4,99.92350000000215
湟,4783,17.0,1.0E-4,99.92250000000212
、,4784,17.0,1.0E-4,99.92160000000209
籼,4785,17.0,1.0E-4,99.92260000000212
畿,4786,17.0,1.0E-4,99.92270000000212
稗,4787,17.0,1.0E-4,99.92370000000216
鲲,4788,17.0,1.0E-4,99.92290000000213
笞,4789,17.0,1.0E-4,99.92300000000213
爰,4790,17.0,1.0E-4,99.92310000000214
碲,4791,17.0,1.0E-4,99.92320000000214
蹚,4792,17.0,1.0E-4,99.92330000000214
舫,4793,16.0,1.0E-4,99.92840000000231
聒,4794,16.0,1.0E-4,99.92960000000235
龌,4795,16.0,1.0E-4,99.92850000000232
茗,4796,16.0,1.0E-4,99.9281000000023
葳,4797,16.0,1.0E-4,99.92860000000232
藜,4798,16.0,1.0E-4,99.92870000000232
哔,4799,16.0,1.0E-4,99.92880000000233
棂,4800,16.0,1.0E-4,99.92890000000233
忾,4801,16.0,1.0E-4,99.92900000000233
钰,4802,16.0,1.0E-4,99.92910000000234
埕,4803,16.0,1.0E-4,99.92920000000234
沤,4804,16.0,1.0E-4,99.92930000000234
桡,4805,16.0,1.0E-4,99.92940000000235
蓖,4806,16.0,1.0E-4,99.92990000000236
飚,4807,16.0,1.0E-4,99.93070000000239
沔,4808,16.0,1.0E-4,99.93060000000239
焙,4809,16.0,1.0E-4,99.93050000000238
莘,4810,16.0,1.0E-4,99.93040000000238
缙,4811,16.0,1.0E-4,99.93030000000238
鹂,4812,16.0,1.0E-4,99.93020000000237
垧,4813,16.0,1.0E-4,99.92950000000235
癯,4814,16.0,1.0E-4,99.93000000000237
皈,4815,16.0,1.0E-4,99.92980000000236
锃,4816,16.0,1.0E-4,99.93010000000237
唁,4817,16.0,1.0E-4,99.92970000000236
栀,4818,16.0,1.0E-4,99.93080000000239
璨,4819,16.0,1.0E-4,99.92830000000231
q,4820,16.0,1.0E-4,99.9279000000023
玷,4821,16.0,1.0E-4,99.92660000000225
畈,4822,16.0,1.0E-4,99.9282000000023
烩,4823,16.0,1.0E-4,99.92670000000226
靛,4824,16.0,1.0E-4,99.92620000000224
斛,4825,16.0,1.0E-4,99.92610000000224
轭,4826,16.0,1.0E-4,99.92560000000222
戕,4827,16.0,1.0E-4,99.92590000000223
祐,4828,16.0,1.0E-4,99.92570000000222
衩,4829,16.0,1.0E-4,99.92600000000223
徜,4830,16.0,1.0E-4,99.92550000000222
涞,4831,16.0,1.0E-4,99.92580000000223
绔,4832,16.0,1.0E-4,99.92640000000225
璎,4833,16.0,1.0E-4,99.92680000000226
钚,4834,16.0,1.0E-4,99.92690000000226
砭,4835,16.0,1.0E-4,99.92700000000227
碛,4836,16.0,1.0E-4,99.92710000000227
獾,4837,16.0,1.0E-4,99.92720000000227
嗄,4838,16.0,1.0E-4,99.92730000000228
夙,4839,16.0,1.0E-4,99.92740000000228
闿,4840,16.0,1.0E-4,99.92750000000228
箧,4841,16.0,1.0E-4,99.9280000000023
铰,4842,16.0,1.0E-4,99.92760000000229
氚,4843,16.0,1.0E-4,99.92650000000225
嵋,4844,16.0,1.0E-4,99.92770000000229
骊,4845,16.0,1.0E-4,99.92780000000229
圪,4846,16.0,1.0E-4,99.92630000000224
啉,4847,15.0,1.0E-4,99.93320000000247
淇,4848,15.0,1.0E-4,99.93330000000248
讣,4849,15.0,1.0E-4,99.93340000000248
犍,4850,15.0,1.0E-4,99.93350000000248
闾,4851,15.0,1.0E-4,99.93360000000249
旃,4852,15.0,1.0E-4,99.93370000000249
彧,4853,15.0,1.0E-4,99.93280000000246
嘌,4854,15.0,1.0E-4,99.93380000000249
糍,4855,15.0,1.0E-4,99.9339000000025
摁,4856,15.0,1.0E-4,99.93500000000253
橼,4857,15.0,1.0E-4,99.9340000000025
噫,4858,15.0,1.0E-4,99.93300000000247
鸵,4859,15.0,1.0E-4,99.9342000000025
骧,4860,15.0,1.0E-4,99.93430000000251
泅,4861,15.0,1.0E-4,99.93440000000251
伧,4862,15.0,1.0E-4,99.93450000000252
铱,4863,15.0,1.0E-4,99.93460000000252
皴,4864,15.0,1.0E-4,99.93470000000252
榘,4865,15.0,1.0E-4,99.93480000000253
谡,4866,15.0,1.0E-4,99.93490000000253
佗,4867,15.0,1.0E-4,99.9341000000025
胤,4868,15.0,1.0E-4,99.93270000000246
鹌,4869,15.0,1.0E-4,99.93170000000242
佻,4870,15.0,1.0E-4,99.93150000000242
潸,4871,15.0,1.0E-4,99.93310000000247
鲈,4872,15.0,1.0E-4,99.93180000000243
砺,4873,15.0,1.0E-4,99.93510000000254
耒,4874,15.0,1.0E-4,99.93130000000241
韪,4875,15.0,1.0E-4,99.9312000000024
孱,4876,15.0,1.0E-4,99.9311000000024
璠,4877,15.0,1.0E-4,99.9310000000024
倜,4878,15.0,1.0E-4,99.9309000000024
Ｋ,4879,15.0,1.0E-4,99.93140000000241
葺,4880,15.0,1.0E-4,99.93190000000243
螫,4881,15.0,1.0E-4,99.93200000000243
飙,4882,15.0,1.0E-4,99.93210000000244
罄,4883,15.0,1.0E-4,99.93220000000244
帏,4884,15.0,1.0E-4,99.93290000000246
崂,4885,15.0,1.0E-4,99.93230000000244
铧,4886,15.0,1.0E-4,99.93160000000242
喑,4887,15.0,1.0E-4,99.93240000000245
嘣,4888,15.0,1.0E-4,99.93250000000245
慵,4889,15.0,1.0E-4,99.93260000000245
趸,4890,14.0,1.0E-4,99.93640000000258
酐,4891,14.0,1.0E-4,99.93760000000262
焖,4892,14.0,1.0E-4,99.93750000000261
胝,4893,14.0,1.0E-4,99.94030000000271
鳝,4894,14.0,1.0E-4,99.93740000000261
肓,4895,14.0,1.0E-4,99.94050000000271
鸶,4896,14.0,1.0E-4,99.93730000000261
撸,4897,14.0,1.0E-4,99.9372000000026
鲻,4898,14.0,1.0E-4,99.9371000000026
炘,4899,14.0,1.0E-4,99.9370000000026
镞,4900,14.0,1.0E-4,99.9369000000026
赧,4901,14.0,1.0E-4,99.93680000000259
謇,4902,14.0,1.0E-4,99.93670000000259
弈,4903,14.0,1.0E-4,99.93520000000254
嘤,4904,14.0,1.0E-4,99.93650000000258
媵,4905,14.0,1.0E-4,99.93770000000262
鹘,4906,14.0,1.0E-4,99.93630000000257
鹬,4907,14.0,1.0E-4,99.93620000000257
霁,4908,14.0,1.0E-4,99.93610000000257
跶,4909,14.0,1.0E-4,99.93600000000257
绶,4910,14.0,1.0E-4,99.93590000000256
蛉,4911,14.0,1.0E-4,99.93580000000256
鼹,4912,14.0,1.0E-4,99.93570000000256
幂,4913,14.0,1.0E-4,99.93560000000255
贰,4914,14.0,1.0E-4,99.93550000000255
祜,4915,14.0,1.0E-4,99.93540000000255
衽,4916,14.0,1.0E-4,99.93530000000254
唦,4917,14.0,1.0E-4,99.93900000000266
罂,4918,14.0,1.0E-4,99.93920000000267
蓼,4919,14.0,1.0E-4,99.93660000000258
苋,4920,14.0,1.0E-4,99.9402000000027
徉,4921,14.0,1.0E-4,99.9401000000027
羯,4922,14.0,1.0E-4,99.9400000000027
胴,4923,14.0,1.0E-4,99.9399000000027
氤,4924,14.0,1.0E-4,99.93980000000269
霑,4925,14.0,1.0E-4,99.93970000000269
炀,4926,14.0,1.0E-4,99.93960000000268
晁,4927,14.0,1.0E-4,99.93950000000268
芪,4928,14.0,1.0E-4,99.93940000000268
骅,4929,14.0,1.0E-4,99.93930000000267
屙,4930,14.0,1.0E-4,99.93780000000262
箓,4931,14.0,1.0E-4,99.93910000000267
氲,4932,14.0,1.0E-4,99.94040000000271
逅,4933,14.0,1.0E-4,99.93890000000266
邂,4934,14.0,1.0E-4,99.93880000000266
觐,4935,14.0,1.0E-4,99.93870000000265
蛳,4936,14.0,1.0E-4,99.93860000000265
缜,4937,14.0,1.0E-4,99.93850000000265
茴,4938,14.0,1.0E-4,99.93840000000264
陂,4939,14.0,1.0E-4,99.93830000000264
蜊,4940,14.0,1.0E-4,99.93820000000264
钿,4941,14.0,1.0E-4,99.93810000000263
鬻,4942,14.0,1.0E-4,99.93800000000263
剐,4943,14.0,1.0E-4,99.93790000000263
诌,4944,13.0,1.0E-4,99.9432000000028
妁,4945,13.0,1.0E-4,99.94450000000285
壹,4946,13.0,1.0E-4,99.9459000000029
砒,4947,13.0,1.0E-4,99.94430000000284
钏,4948,13.0,1.0E-4,99.94420000000284
搧,4949,13.0,1.0E-4,99.94410000000283
吋,4950,13.0,1.0E-4,99.94400000000283
菟,4951,13.0,1.0E-4,99.94390000000283
芗,4952,13.0,1.0E-4,99.94380000000282
暧,4953,13.0,1.0E-4,99.94370000000282
黧,4954,13.0,1.0E-4,99.94360000000282
呣,4955,13.0,1.0E-4,99.94350000000281
晗,4956,13.0,1.0E-4,99.94340000000281
骠,4957,13.0,1.0E-4,99.94330000000281
浣,4958,13.0,1.0E-4,99.94120000000274
痫,4959,13.0,1.0E-4,99.94470000000285
弁,4960,13.0,1.0E-4,99.94480000000286
哞,4961,13.0,1.0E-4,99.94490000000286
淖,4962,13.0,1.0E-4,99.94500000000286
衮,4963,13.0,1.0E-4,99.94510000000287
璟,4964,13.0,1.0E-4,99.94520000000287
邳,4965,13.0,1.0E-4,99.94530000000287
昊,4966,13.0,1.0E-4,99.94540000000288
渥,4967,13.0,1.0E-4,99.94550000000288
褡,4968,13.0,1.0E-4,99.94560000000288
趿,4969,13.0,1.0E-4,99.94570000000289
钹,4970,13.0,1.0E-4,99.94460000000285
莴,4971,13.0,1.0E-4,99.94440000000284
鲀,4972,13.0,1.0E-4,99.94080000000272
蹰,4973,13.0,1.0E-4,99.94070000000272
崃,4974,13.0,1.0E-4,99.94090000000273
娌,4975,13.0,1.0E-4,99.94100000000273
妯,4976,13.0,1.0E-4,99.94110000000273
龇,4977,13.0,1.0E-4,99.9462000000029
銮,4978,13.0,1.0E-4,99.94130000000274
钤,4979,13.0,1.0E-4,99.94580000000289
脲,4980,13.0,1.0E-4,99.94140000000274
鲵,4981,13.0,1.0E-4,99.94150000000275
肄,4982,13.0,1.0E-4,99.94160000000275
窨,4983,13.0,1.0E-4,99.94170000000275
痱,4984,13.0,1.0E-4,99.9431000000028
贲,4985,13.0,1.0E-4,99.94190000000276
─,4986,13.0,1.0E-4,99.94060000000272
胼,4987,13.0,1.0E-4,99.94200000000276
鲂,4988,13.0,1.0E-4,99.94210000000277
p,4989,13.0,1.0E-4,99.94220000000277
铌,4990,13.0,1.0E-4,99.94230000000277
菽,4991,13.0,1.0E-4,99.94240000000278
谗,4992,13.0,1.0E-4,99.94250000000278
坌,4993,13.0,1.0E-4,99.94260000000278
祇,4994,13.0,1.0E-4,99.94270000000279
鱿,4995,13.0,1.0E-4,99.94280000000279
葩,4996,13.0,1.0E-4,99.9429000000028
镟,4997,13.0,1.0E-4,99.9430000000028
幄,4998,13.0,1.0E-4,99.94180000000276
蒴,4999,13.0,1.0E-4,99.9461000000029
罅,5000,13.0,1.0E-4,99.94700000000293
珙,5001,13.0,1.0E-4,99.94690000000293
嵇,5002,13.0,1.0E-4,99.94680000000292
酊,5003,13.0,1.0E-4,99.94670000000292
貉,5004,13.0,1.0E-4,99.94660000000292
谶,5005,13.0,1.0E-4,99.94650000000291
陉,5006,13.0,1.0E-4,99.94640000000291
淬,5007,13.0,1.0E-4,99.9460000000029
惇,5008,13.0,1.0E-4,99.9463000000029
卟,5009,13.0,1.0E-4,99.94710000000293
猞,5010,12.0,1.0E-4,99.95010000000303
邺,5011,12.0,1.0E-4,99.95020000000304
滹,5012,12.0,1.0E-4,99.95030000000304
翳,5013,12.0,1.0E-4,99.95040000000304
瘙,5014,12.0,1.0E-4,99.95050000000305
疔,5015,12.0,1.0E-4,99.95060000000305
阚,5016,12.0,1.0E-4,99.95070000000305
髁,5017,12.0,1.0E-4,99.95080000000306
蓊,5018,12.0,1.0E-4,99.95100000000306
莅,5019,12.0,1.0E-4,99.95110000000307
傩,5020,12.0,1.0E-4,99.95120000000307
谀,5021,12.0,1.0E-4,99.95130000000307
蔸,5022,12.0,1.0E-4,99.9521000000031
夯,5023,12.0,1.0E-4,99.9523000000031
癔,5024,12.0,1.0E-4,99.95000000000303
馀,5025,12.0,1.0E-4,99.94990000000303
犒,5026,12.0,1.0E-4,99.94970000000302
氙,5027,12.0,1.0E-4,99.94980000000302
馔,5028,12.0,1.0E-4,99.95190000000309
缢,5029,12.0,1.0E-4,99.94960000000302
辎,5030,12.0,1.0E-4,99.94950000000301
讧,5031,12.0,1.0E-4,99.94940000000301
挈,5032,12.0,1.0E-4,99.949300000003
嗪,5033,12.0,1.0E-4,99.949200000003
簖,5034,12.0,1.0E-4,99.949100000003
嵴,5035,12.0,1.0E-4,99.94830000000297
珂,5036,12.0,1.0E-4,99.948900000003
滂,5037,12.0,1.0E-4,99.94870000000299
铷,5038,12.0,1.0E-4,99.94850000000298
孓,5039,12.0,1.0E-4,99.94810000000297
穑,5040,12.0,1.0E-4,99.94730000000294
崙,5041,12.0,1.0E-4,99.94740000000294
鳏,5042,12.0,1.0E-4,99.94750000000295
镳,5043,12.0,1.0E-4,99.94760000000295
殇,5044,12.0,1.0E-4,99.94770000000295
瞑,5045,12.0,1.0E-4,99.94780000000296
瘘,5046,12.0,1.0E-4,99.94790000000296
琨,5047,12.0,1.0E-4,99.94800000000296
靥,5048,12.0,1.0E-4,99.94840000000298
圹,5049,12.0,1.0E-4,99.94820000000297
瞽,5050,12.0,1.0E-4,99.95150000000308
畚,5051,12.0,1.0E-4,99.95250000000311
湫,5052,12.0,1.0E-4,99.95090000000306
艮,5053,12.0,1.0E-4,99.94860000000298
鹜,5054,12.0,1.0E-4,99.95280000000312
奂,5055,12.0,1.0E-4,99.95270000000312
姹,5056,12.0,1.0E-4,99.95260000000312
讦,5057,12.0,1.0E-4,99.95240000000311
屌,5058,12.0,1.0E-4,99.9522000000031
繇,5059,12.0,1.0E-4,99.949000000003
屐,5060,12.0,1.0E-4,99.9520000000031
钺,5061,12.0,1.0E-4,99.95140000000308
噻,5062,12.0,1.0E-4,99.95180000000309
蝮,5063,12.0,1.0E-4,99.95170000000309
诰,5064,12.0,1.0E-4,99.95160000000308
笤,5065,12.0,1.0E-4,99.95290000000313
