# 数据名: 欧洲赤膀鸭的秋季迁徙模式
标签,经度,纬度,坐标系统,开始时间,结束时间,说明
漈凫,9.11933,47.66617,WGS_84,2009-10-19 9:0:0,2009-10-19 9:0:0,gps
漈凫,9.11817,47.666,WGS_84,2009-10-19 15:0:0,2009-10-19 15:0:0,gps
漈凫,9.11867,47.67117,WGS_84,2009-10-19 21:0:0,2009-10-19 21:0:0,gps
漈凫,9.11883,47.66617,WGS_84,2009-10-20 6:0:0,2009-10-20 6:0:0,gps
漈凫,9.12083,47.6705,WGS_84,2009-10-20 9:0:0,2009-10-20 9:0:0,gps
漈凫,9.121,47.6705,WGS_84,2009-10-20 15:0:0,2009-10-20 15:0:0,gps
漈凫,9.117,47.675,WGS_84,2009-10-20 21:0:0,2009-10-20 21:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-10-21 6:0:0,2009-10-21 6:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-10-21 9:0:0,2009-10-21 9:0:0,gps
漈凫,9.12083,47.6705,WGS_84,2009-10-21 15:0:0,2009-10-21 15:0:0,gps
漈凫,9.118,47.67233,WGS_84,2009-10-21 21:0:0,2009-10-21 21:0:0,gps
漈凫,9.11883,47.666,WGS_84,2009-10-22 6:0:0,2009-10-22 6:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-10-22 9:0:0,2009-10-22 9:0:0,gps
漈凫,9.12133,47.6705,WGS_84,2009-10-22 15:0:0,2009-10-22 15:0:0,gps
漈凫,9.11667,47.67433,WGS_84,2009-10-22 21:0:0,2009-10-22 21:0:0,gps
漈凫,9.11883,47.666,WGS_84,2009-10-23 6:0:0,2009-10-23 6:0:0,gps
漈凫,9.11817,47.666,WGS_84,2009-10-23 9:0:0,2009-10-23 9:0:0,gps
漈凫,9.12067,47.67067,WGS_84,2009-10-23 15:0:0,2009-10-23 15:0:0,gps
漈凫,9.116,47.67467,WGS_84,2009-10-23 21:0:0,2009-10-23 21:0:0,gps
漈凫,9.11883,47.666,WGS_84,2009-10-24 6:0:0,2009-10-24 6:0:0,gps
漈凫,9.11817,47.666,WGS_84,2009-10-24 9:0:0,2009-10-24 9:0:0,gps
漈凫,9.1175,47.66567,WGS_84,2009-10-24 15:0:0,2009-10-24 15:0:0,gps
漈凫,9.11933,47.671,WGS_84,2009-10-24 21:0:0,2009-10-24 21:0:0,gps
漈凫,9.11883,47.66583,WGS_84,2009-10-25 6:0:0,2009-10-25 6:0:0,gps
漈凫,9.11717,47.66567,WGS_84,2009-10-25 9:0:0,2009-10-25 9:0:0,gps
漈凫,9.11867,47.66583,WGS_84,2009-10-25 15:0:0,2009-10-25 15:0:0,gps
漈凫,9.11967,47.67117,WGS_84,2009-10-25 21:0:0,2009-10-25 21:0:0,gps
漈凫,9.11883,47.666,WGS_84,2009-10-26 6:0:0,2009-10-26 6:0:0,gps
漈凫,9.11733,47.66583,WGS_84,2009-10-26 9:0:0,2009-10-26 9:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-10-26 15:0:0,2009-10-26 15:0:0,gps
漈凫,9.1115,47.66683,WGS_84,2009-10-26 21:0:0,2009-10-26 21:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-10-27 9:0:0,2009-10-27 9:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-10-27 15:0:0,2009-10-27 15:0:0,gps
漈凫,9.111,47.66683,WGS_84,2009-10-27 21:0:0,2009-10-27 21:0:0,gps
漈凫,9.11067,47.66667,WGS_84,2009-10-28 6:0:0,2009-10-28 6:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-10-28 9:0:0,2009-10-28 9:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-10-28 15:0:0,2009-10-28 15:0:0,gps
漈凫,9.10967,47.66667,WGS_84,2009-10-28 21:0:0,2009-10-28 21:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-10-29 9:0:0,2009-10-29 9:0:0,gps
漈凫,8.97883,47.711,WGS_84,2009-10-29 15:0:0,2009-10-29 15:0:0,gps
漈凫,9.11083,47.66683,WGS_84,2009-10-29 21:0:0,2009-10-29 21:0:0,gps
漈凫,9.11817,47.666,WGS_84,2009-10-30 9:0:0,2009-10-30 9:0:0,gps
漈凫,9.11967,47.671,WGS_84,2009-10-30 15:0:0,2009-10-30 15:0:0,gps
漈凫,9.12117,47.67033,WGS_84,2009-10-30 21:0:0,2009-10-30 21:0:0,gps
漈凫,9.11883,47.666,WGS_84,2009-10-31 6:0:0,2009-10-31 6:0:0,gps
漈凫,9.1185,47.666,WGS_84,2009-10-31 9:0:0,2009-10-31 9:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-10-31 15:0:0,2009-10-31 15:0:0,gps
漈凫,9.10483,47.66783,WGS_84,2009-10-31 21:0:0,2009-10-31 21:0:0,gps
漈凫,9.11317,47.6665,WGS_84,2009-11-1 6:0:0,2009-11-1 6:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-11-1 9:0:0,2009-11-1 9:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-11-1 15:0:0,2009-11-1 15:0:0,gps
漈凫,9.11983,47.671,WGS_84,2009-11-1 21:0:0,2009-11-1 21:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-11-2 9:0:0,2009-11-2 9:0:0,gps
漈凫,9.1185,47.666,WGS_84,2009-11-2 15:0:0,2009-11-2 15:0:0,gps
漈凫,9.11133,47.667,WGS_84,2009-11-2 21:0:0,2009-11-2 21:0:0,gps
漈凫,9.11883,47.66617,WGS_84,2009-11-3 6:0:0,2009-11-3 6:0:0,gps
漈凫,9.118,47.666,WGS_84,2009-11-3 9:0:0,2009-11-3 9:0:0,gps
漈凫,9.11867,47.66583,WGS_84,2009-11-3 15:0:0,2009-11-3 15:0:0,gps
漈凫,9.14983,47.6665,WGS_84,2009-11-3 21:0:0,2009-11-3 21:0:0,gps
漈凫,9.14867,47.66833,WGS_84,2009-11-4 6:0:0,2009-11-4 6:0:0,gps
漈凫,9.14933,47.66667,WGS_84,2009-11-4 9:0:0,2009-11-4 9:0:0,gps
漈凫,9.14917,47.66667,WGS_84,2009-11-4 15:0:0,2009-11-4 15:0:0,gps
漈凫,9.1495,47.6665,WGS_84,2009-11-4 21:0:0,2009-11-4 21:0:0,gps
漈凫,9.14917,47.66667,WGS_84,2009-11-5 6:0:0,2009-11-5 6:0:0,gps
漈凫,9.14917,47.66667,WGS_84,2009-11-5 9:0:0,2009-11-5 9:0:0,gps
漈凫,9.14933,47.66683,WGS_84,2009-11-5 15:0:0,2009-11-5 15:0:0,gps
漈凫,9.11167,47.66617,WGS_84,2009-11-5 21:0:0,2009-11-5 21:0:0,gps
漈凫,9.11817,47.66583,WGS_84,2009-11-6 15:0:0,2009-11-6 15:0:0,gps
漈凫,9.06667,47.67433,WGS_84,2009-11-6 21:0:0,2009-11-6 21:0:0,gps
漈凫,9.118,47.67517,WGS_84,2009-11-7 6:0:0,2009-11-7 6:0:0,gps
漈凫,9.118,47.666,WGS_84,2009-11-7 9:0:0,2009-11-7 9:0:0,gps
漈凫,9.118,47.666,WGS_84,2009-11-7 15:0:0,2009-11-7 15:0:0,gps
漈凫,9.067,47.67517,WGS_84,2009-11-7 21:0:0,2009-11-7 21:0:0,gps
漈凫,9.1185,47.66617,WGS_84,2009-11-8 6:0:0,2009-11-8 6:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-11-8 9:0:0,2009-11-8 9:0:0,gps
漈凫,9.14617,47.66567,WGS_84,2009-11-8 15:0:0,2009-11-8 15:0:0,gps
漈凫,9.11067,47.66667,WGS_84,2009-11-8 21:0:0,2009-11-8 21:0:0,gps
漈凫,9.0665,47.67433,WGS_84,2009-11-9 6:0:0,2009-11-9 6:0:0,gps
漈凫,9.06633,47.67433,WGS_84,2009-11-9 9:0:0,2009-11-9 9:0:0,gps
漈凫,9.1185,47.666,WGS_84,2009-11-9 15:0:0,2009-11-9 15:0:0,gps
漈凫,9.11067,47.66633,WGS_84,2009-11-9 21:0:0,2009-11-9 21:0:0,gps
漈凫,9.0665,47.67517,WGS_84,2009-11-10 6:0:0,2009-11-10 6:0:0,gps
漈凫,9.11817,47.66583,WGS_84,2009-11-10 9:0:0,2009-11-10 9:0:0,gps
漈凫,9.117,47.66567,WGS_84,2009-11-10 15:0:0,2009-11-10 15:0:0,gps
漈凫,9.04567,47.67417,WGS_84,2009-11-10 21:0:0,2009-11-10 21:0:0,gps
漈凫,9.0695,47.6745,WGS_84,2009-11-11 6:0:0,2009-11-11 6:0:0,gps
漈凫,9.118,47.66583,WGS_84,2009-11-11 9:0:0,2009-11-11 9:0:0,gps
漈凫,9.118,47.666,WGS_84,2009-11-11 15:0:0,2009-11-11 15:0:0,gps
漈凫,9.06967,47.67433,WGS_84,2009-11-11 21:0:0,2009-11-11 21:0:0,gps
漈凫,9.0665,47.6745,WGS_84,2009-11-12 6:0:0,2009-11-12 6:0:0,gps
漈凫,9.11783,47.66583,WGS_84,2009-11-12 9:0:0,2009-11-12 9:0:0,gps
漈凫,9.1165,47.66567,WGS_84,2009-11-12 15:0:0,2009-11-12 15:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-11-13 15:0:0,2009-11-13 15:0:0,gps
漈凫,9.07017,47.67417,WGS_84,2009-11-13 21:0:0,2009-11-13 21:0:0,gps
漈凫,9.06967,47.67417,WGS_84,2009-11-14 6:0:0,2009-11-14 6:0:0,gps
漈凫,9.118,47.666,WGS_84,2009-11-14 9:0:0,2009-11-14 9:0:0,gps
漈凫,9.11817,47.66583,WGS_84,2009-11-14 15:0:0,2009-11-14 15:0:0,gps
漈凫,9.0915,47.67117,WGS_84,2009-11-14 21:0:0,2009-11-14 21:0:0,gps
漈凫,9.06967,47.67417,WGS_84,2009-11-15 6:0:0,2009-11-15 6:0:0,gps
漈凫,9.118,47.66617,WGS_84,2009-11-15 9:0:0,2009-11-15 9:0:0,gps
漈凫,9.11783,47.666,WGS_84,2009-11-15 15:0:0,2009-11-15 15:0:0,gps
漈凫,9.11767,47.66583,WGS_84,2009-11-16 15:0:0,2009-11-16 15:0:0,gps
漈凫,9.0915,47.67133,WGS_84,2009-11-16 21:0:0,2009-11-16 21:0:0,gps
漈凫,9.06633,47.6745,WGS_84,2009-11-17 6:0:0,2009-11-17 6:0:0,gps
漈凫,9.118,47.666,WGS_84,2009-11-17 9:0:0,2009-11-17 9:0:0,gps
漈凫,9.11817,47.666,WGS_84,2009-11-17 15:0:0,2009-11-17 15:0:0,gps
漈凫,9.0915,47.67117,WGS_84,2009-11-17 21:0:0,2009-11-17 21:0:0,gps
漈凫,9.11817,47.66583,WGS_84,2009-11-18 15:0:0,2009-11-18 15:0:0,gps
漈凫,9.0915,47.67133,WGS_84,2009-11-18 21:0:0,2009-11-18 21:0:0,gps
漈凫,9.118,47.666,WGS_84,2009-11-19 9:0:0,2009-11-19 9:0:0,gps
漈凫,9.11667,47.66583,WGS_84,2009-11-19 15:0:0,2009-11-19 15:0:0,gps
漈凫,9.06683,47.6745,WGS_84,2009-11-20 6:0:0,2009-11-20 6:0:0,gps
漈凫,9.118,47.666,WGS_84,2009-11-20 9:0:0,2009-11-20 9:0:0,gps
漈凫,9.12067,47.67083,WGS_84,2009-11-20 15:0:0,2009-11-20 15:0:0,gps
漈凫,10.15667,47.88633,WGS_84,2009-12-3 15:0:0,2009-12-3 15:0:0,gps
漈凫,10.15217,47.8905,WGS_84,2009-12-3 21:0:0,2009-12-3 21:0:0,gps
漈凫,10.153,47.89,WGS_84,2009-12-4 6:0:0,2009-12-4 6:0:0,gps
漈凫,10.15683,47.88733,WGS_84,2009-12-4 9:0:0,2009-12-4 9:0:0,gps
漈凫,10.157,47.88633,WGS_84,2009-12-4 15:0:0,2009-12-4 15:0:0,gps
漈凫,10.15233,47.89033,WGS_84,2009-12-4 21:0:0,2009-12-4 21:0:0,gps
漈凫,10.15333,47.89017,WGS_84,2009-12-5 6:0:0,2009-12-5 6:0:0,gps
漈凫,10.157,47.88767,WGS_84,2009-12-5 9:0:0,2009-12-5 9:0:0,gps
漈凫,10.15733,47.887,WGS_84,2009-12-5 15:0:0,2009-12-5 15:0:0,gps
漈凫,10.15317,47.89,WGS_84,2009-12-5 21:0:0,2009-12-5 21:0:0,gps
漈凫,10.15317,47.89017,WGS_84,2009-12-6 6:0:0,2009-12-6 6:0:0,gps
漈凫,10.15717,47.88767,WGS_84,2009-12-6 9:0:0,2009-12-6 9:0:0,gps
漈凫,10.15733,47.887,WGS_84,2009-12-9 15:0:0,2009-12-9 15:0:0,gps
漈凫,8.17383,47.61067,WGS_84,2009-12-26 15:0:0,2009-12-26 15:0:0,gps
漈凫,8.1885,47.61933,WGS_84,2009-12-26 21:0:0,2009-12-26 21:0:0,gps
漈凫,8.18717,47.61517,WGS_84,2009-12-28 6:0:0,2009-12-28 6:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2009-12-29 6:0:0,2009-12-29 6:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2009-12-30 6:0:0,2009-12-30 6:0:0,gps
漈凫,8.19133,47.61083,WGS_84,2010-1-2 15:0:0,2010-1-2 15:0:0,gps
漈凫,8.179,47.60467,WGS_84,2010-1-2 21:0:0,2010-1-2 21:0:0,gps
漈凫,8.1935,47.6135,WGS_84,2010-1-3 6:0:0,2010-1-3 6:0:0,gps
漈凫,8.19333,47.61367,WGS_84,2010-1-3 9:0:0,2010-1-3 9:0:0,gps
漈凫,8.1935,47.6135,WGS_84,2010-1-3 15:0:0,2010-1-3 15:0:0,gps
漈凫,8.19333,47.61367,WGS_84,2010-1-3 21:0:0,2010-1-3 21:0:0,gps
漈凫,8.17933,47.6045,WGS_84,2010-1-4 15:0:0,2010-1-4 15:0:0,gps
漈凫,8.19333,47.61383,WGS_84,2010-1-5 6:0:0,2010-1-5 6:0:0,gps
漈凫,8.19283,47.613,WGS_84,2010-1-5 9:0:0,2010-1-5 9:0:0,gps
漈凫,8.189,47.613,WGS_84,2010-1-5 15:0:0,2010-1-5 15:0:0,gps
漈凫,8.19333,47.61383,WGS_84,2010-1-5 21:0:0,2010-1-5 21:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-1-6 6:0:0,2010-1-6 6:0:0,gps
漈凫,8.1925,47.61267,WGS_84,2010-1-6 9:0:0,2010-1-6 9:0:0,gps
漈凫,8.18883,47.6125,WGS_84,2010-1-6 15:0:0,2010-1-6 15:0:0,gps
漈凫,8.18883,47.613,WGS_84,2010-1-6 21:0:0,2010-1-6 21:0:0,gps
漈凫,8.18867,47.61233,WGS_84,2010-1-7 15:0:0,2010-1-7 15:0:0,gps
漈凫,8.19367,47.614,WGS_84,2010-1-7 21:0:0,2010-1-7 21:0:0,gps
漈凫,8.18917,47.61317,WGS_84,2010-1-8 15:0:0,2010-1-8 15:0:0,gps
漈凫,8.187,47.6105,WGS_84,2010-1-8 21:0:0,2010-1-8 21:0:0,gps
漈凫,8.19333,47.61367,WGS_84,2010-1-9 6:0:0,2010-1-9 6:0:0,gps
漈凫,8.177,47.60417,WGS_84,2010-1-9 9:0:0,2010-1-9 9:0:0,gps
漈凫,8.18917,47.61383,WGS_84,2010-1-9 15:0:0,2010-1-9 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-1-9 21:0:0,2010-1-9 21:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-1-10 6:0:0,2010-1-10 6:0:0,gps
漈凫,8.18917,47.61367,WGS_84,2010-1-10 9:0:0,2010-1-10 9:0:0,gps
漈凫,8.189,47.6135,WGS_84,2010-1-11 15:0:0,2010-1-11 15:0:0,gps
漈凫,8.19333,47.61367,WGS_84,2010-1-11 21:0:0,2010-1-11 21:0:0,gps
漈凫,8.2155,47.6185,WGS_84,2010-1-12 6:0:0,2010-1-12 6:0:0,gps
漈凫,8.18933,47.614,WGS_84,2010-1-12 9:0:0,2010-1-12 9:0:0,gps
漈凫,8.18883,47.61333,WGS_84,2010-1-12 15:0:0,2010-1-12 15:0:0,gps
漈凫,8.18933,47.61417,WGS_84,2010-1-12 21:0:0,2010-1-12 21:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-1-13 6:0:0,2010-1-13 6:0:0,gps
漈凫,8.18817,47.61233,WGS_84,2010-1-13 9:0:0,2010-1-13 9:0:0,gps
漈凫,8.18117,47.60533,WGS_84,2010-1-13 15:0:0,2010-1-13 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-1-14 21:0:0,2010-1-14 21:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-1-15 6:0:0,2010-1-15 6:0:0,gps
漈凫,8.1895,47.61383,WGS_84,2010-1-15 9:0:0,2010-1-15 9:0:0,gps
漈凫,8.18717,47.614,WGS_84,2010-1-15 21:0:0,2010-1-15 21:0:0,gps
漈凫,8.18917,47.614,WGS_84,2010-1-16 21:0:0,2010-1-16 21:0:0,gps
漈凫,8.18883,47.61283,WGS_84,2010-1-17 15:0:0,2010-1-17 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-1-17 21:0:0,2010-1-17 21:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-1-18 6:0:0,2010-1-18 6:0:0,gps
漈凫,8.14733,47.59733,WGS_84,2010-1-18 9:0:0,2010-1-18 9:0:0,gps
漈凫,8.15933,47.59733,WGS_84,2010-1-18 15:0:0,2010-1-18 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-1-18 21:0:0,2010-1-18 21:0:0,gps
漈凫,8.187,47.614,WGS_84,2010-1-19 6:0:0,2010-1-19 6:0:0,gps
漈凫,8.189,47.61333,WGS_84,2010-1-20 15:0:0,2010-1-20 15:0:0,gps
漈凫,8.188,47.61183,WGS_84,2010-1-20 21:0:0,2010-1-20 21:0:0,gps
漈凫,8.1875,47.61317,WGS_84,2010-1-21 6:0:0,2010-1-21 6:0:0,gps
漈凫,8.189,47.61317,WGS_84,2010-1-21 9:0:0,2010-1-21 9:0:0,gps
漈凫,8.18817,47.61233,WGS_84,2010-1-21 15:0:0,2010-1-21 15:0:0,gps
漈凫,8.18717,47.61083,WGS_84,2010-1-21 21:0:0,2010-1-21 21:0:0,gps
漈凫,8.18767,47.61133,WGS_84,2010-1-22 6:0:0,2010-1-22 6:0:0,gps
漈凫,8.188,47.61183,WGS_84,2010-1-22 9:0:0,2010-1-22 9:0:0,gps
漈凫,8.16283,47.59783,WGS_84,2010-1-22 15:0:0,2010-1-22 15:0:0,gps
漈凫,8.15183,47.59767,WGS_84,2010-1-22 21:0:0,2010-1-22 21:0:0,gps
漈凫,8.15417,47.59483,WGS_84,2010-1-23 6:0:0,2010-1-23 6:0:0,gps
漈凫,8.1445,47.59633,WGS_84,2010-1-23 9:0:0,2010-1-23 9:0:0,gps
漈凫,8.15967,47.59733,WGS_84,2010-1-23 15:0:0,2010-1-23 15:0:0,gps
漈凫,8.154,47.59483,WGS_84,2010-1-23 21:0:0,2010-1-23 21:0:0,gps
漈凫,8.18917,47.614,WGS_84,2010-1-24 6:0:0,2010-1-24 6:0:0,gps
漈凫,8.18917,47.61317,WGS_84,2010-1-24 9:0:0,2010-1-24 9:0:0,gps
漈凫,8.18883,47.61367,WGS_84,2010-1-24 15:0:0,2010-1-24 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-1-24 21:0:0,2010-1-24 21:0:0,gps
漈凫,8.18917,47.61317,WGS_84,2010-1-25 6:0:0,2010-1-25 6:0:0,gps
漈凫,8.18883,47.61283,WGS_84,2010-1-25 9:0:0,2010-1-25 9:0:0,gps
漈凫,8.187,47.61417,WGS_84,2010-1-25 15:0:0,2010-1-25 15:0:0,gps
漈凫,8.18783,47.612,WGS_84,2010-1-25 21:0:0,2010-1-25 21:0:0,gps
漈凫,8.1875,47.61333,WGS_84,2010-1-26 6:0:0,2010-1-26 6:0:0,gps
漈凫,8.18867,47.613,WGS_84,2010-1-26 9:0:0,2010-1-26 9:0:0,gps
漈凫,8.189,47.613,WGS_84,2010-1-26 15:0:0,2010-1-26 15:0:0,gps
漈凫,8.188,47.61183,WGS_84,2010-1-26 21:0:0,2010-1-26 21:0:0,gps
漈凫,8.1935,47.61367,WGS_84,2010-1-27 6:0:0,2010-1-27 6:0:0,gps
漈凫,8.1895,47.61417,WGS_84,2010-1-27 9:0:0,2010-1-27 9:0:0,gps
漈凫,8.189,47.61333,WGS_84,2010-1-27 15:0:0,2010-1-27 15:0:0,gps
漈凫,8.189,47.613,WGS_84,2010-1-27 21:0:0,2010-1-27 21:0:0,gps
漈凫,8.18917,47.61383,WGS_84,2010-1-28 6:0:0,2010-1-28 6:0:0,gps
漈凫,8.189,47.613,WGS_84,2010-1-28 9:0:0,2010-1-28 9:0:0,gps
漈凫,8.1895,47.61417,WGS_84,2010-1-28 15:0:0,2010-1-28 15:0:0,gps
漈凫,8.188,47.61183,WGS_84,2010-1-28 21:0:0,2010-1-28 21:0:0,gps
漈凫,8.18717,47.61367,WGS_84,2010-1-29 6:0:0,2010-1-29 6:0:0,gps
漈凫,8.189,47.613,WGS_84,2010-1-29 9:0:0,2010-1-29 9:0:0,gps
漈凫,8.189,47.61317,WGS_84,2010-1-29 15:0:0,2010-1-29 15:0:0,gps
漈凫,8.18883,47.61283,WGS_84,2010-1-29 21:0:0,2010-1-29 21:0:0,gps
漈凫,8.189,47.613,WGS_84,2010-1-30 6:0:0,2010-1-30 6:0:0,gps
漈凫,8.1895,47.61417,WGS_84,2010-1-30 9:0:0,2010-1-30 9:0:0,gps
漈凫,8.18933,47.61383,WGS_84,2010-1-30 15:0:0,2010-1-30 15:0:0,gps
漈凫,8.187,47.61417,WGS_84,2010-1-30 21:0:0,2010-1-30 21:0:0,gps
漈凫,8.19333,47.61383,WGS_84,2010-1-31 6:0:0,2010-1-31 6:0:0,gps
漈凫,8.18917,47.61383,WGS_84,2010-1-31 9:0:0,2010-1-31 9:0:0,gps
漈凫,8.18917,47.61383,WGS_84,2010-1-31 15:0:0,2010-1-31 15:0:0,gps
漈凫,8.18767,47.613,WGS_84,2010-1-31 21:0:0,2010-1-31 21:0:0,gps
漈凫,8.19133,47.61633,WGS_84,2010-2-1 6:0:0,2010-2-1 6:0:0,gps
漈凫,8.15533,47.5945,WGS_84,2010-2-1 9:0:0,2010-2-1 9:0:0,gps
漈凫,8.1535,47.59517,WGS_84,2010-2-1 15:0:0,2010-2-1 15:0:0,gps
漈凫,8.15533,47.59433,WGS_84,2010-2-1 21:0:0,2010-2-1 21:0:0,gps
漈凫,8.155,47.5945,WGS_84,2010-2-2 6:0:0,2010-2-2 6:0:0,gps
漈凫,8.15933,47.59383,WGS_84,2010-2-2 9:0:0,2010-2-2 9:0:0,gps
漈凫,8.159,47.59817,WGS_84,2010-2-2 15:0:0,2010-2-2 15:0:0,gps
漈凫,8.18733,47.61333,WGS_84,2010-2-2 21:0:0,2010-2-2 21:0:0,gps
漈凫,8.179,47.6045,WGS_84,2010-2-3 6:0:0,2010-2-3 6:0:0,gps
漈凫,8.15433,47.59483,WGS_84,2010-2-3 9:0:0,2010-2-3 9:0:0,gps
漈凫,8.17333,47.59917,WGS_84,2010-2-3 15:0:0,2010-2-3 15:0:0,gps
漈凫,8.154,47.59483,WGS_84,2010-2-3 21:0:0,2010-2-3 21:0:0,gps
漈凫,8.1445,47.59633,WGS_84,2010-2-4 6:0:0,2010-2-4 6:0:0,gps
漈凫,8.15117,47.59767,WGS_84,2010-2-4 9:0:0,2010-2-4 9:0:0,gps
漈凫,8.17367,47.59917,WGS_84,2010-2-4 15:0:0,2010-2-4 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-2-4 21:0:0,2010-2-4 21:0:0,gps
漈凫,8.18717,47.61383,WGS_84,2010-2-5 6:0:0,2010-2-5 6:0:0,gps
漈凫,8.17467,47.59983,WGS_84,2010-2-5 9:0:0,2010-2-5 9:0:0,gps
漈凫,8.14733,47.59733,WGS_84,2010-2-5 15:0:0,2010-2-5 15:0:0,gps
漈凫,8.18717,47.61067,WGS_84,2010-2-5 21:0:0,2010-2-5 21:0:0,gps
漈凫,8.18933,47.614,WGS_84,2010-2-6 6:0:0,2010-2-6 6:0:0,gps
漈凫,8.189,47.61367,WGS_84,2010-2-6 9:0:0,2010-2-6 9:0:0,gps
漈凫,8.18933,47.61367,WGS_84,2010-2-6 15:0:0,2010-2-6 15:0:0,gps
漈凫,8.189,47.61267,WGS_84,2010-2-6 21:0:0,2010-2-6 21:0:0,gps
漈凫,8.18717,47.61533,WGS_84,2010-2-7 6:0:0,2010-2-7 6:0:0,gps
漈凫,8.19,47.61467,WGS_84,2010-2-7 9:0:0,2010-2-7 9:0:0,gps
漈凫,8.18883,47.61267,WGS_84,2010-2-7 15:0:0,2010-2-7 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-2-7 21:0:0,2010-2-7 21:0:0,gps
漈凫,8.18733,47.6135,WGS_84,2010-2-8 6:0:0,2010-2-8 6:0:0,gps
漈凫,8.1885,47.6125,WGS_84,2010-2-8 9:0:0,2010-2-8 9:0:0,gps
漈凫,8.18967,47.61417,WGS_84,2010-2-8 15:0:0,2010-2-8 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-2-8 21:0:0,2010-2-8 21:0:0,gps
漈凫,8.18917,47.61383,WGS_84,2010-2-9 6:0:0,2010-2-9 6:0:0,gps
漈凫,8.18917,47.61367,WGS_84,2010-2-9 9:0:0,2010-2-9 9:0:0,gps
漈凫,8.18867,47.613,WGS_84,2010-2-9 15:0:0,2010-2-9 15:0:0,gps
漈凫,8.18717,47.61533,WGS_84,2010-2-9 21:0:0,2010-2-9 21:0:0,gps
漈凫,8.18917,47.61383,WGS_84,2010-2-10 9:0:0,2010-2-10 9:0:0,gps
漈凫,8.17767,47.60417,WGS_84,2010-2-11 9:0:0,2010-2-11 9:0:0,gps
漈凫,8.17383,47.59967,WGS_84,2010-2-11 21:0:0,2010-2-11 21:0:0,gps
漈凫,8.16433,47.59883,WGS_84,2010-2-12 9:0:0,2010-2-12 9:0:0,gps
漈凫,8.19333,47.6135,WGS_84,2010-2-13 9:0:0,2010-2-13 9:0:0,gps
漈凫,8.187,47.61417,WGS_84,2010-2-13 21:0:0,2010-2-13 21:0:0,gps
漈凫,8.18717,47.61417,WGS_84,2010-2-14 6:0:0,2010-2-14 6:0:0,gps
漈凫,8.19333,47.6135,WGS_84,2010-2-14 9:0:0,2010-2-14 9:0:0,gps
漈凫,8.18767,47.613,WGS_84,2010-2-14 21:0:0,2010-2-14 21:0:0,gps
漈凫,8.17517,47.59983,WGS_84,2010-2-15 9:0:0,2010-2-15 9:0:0,gps
漈凫,8.19333,47.6135,WGS_84,2010-2-15 21:0:0,2010-2-15 21:0:0,gps
漈凫,8.19333,47.61367,WGS_84,2010-2-16 6:0:0,2010-2-16 6:0:0,gps
漈凫,8.173,47.59867,WGS_84,2010-2-16 9:0:0,2010-2-16 9:0:0,gps
漈凫,8.19333,47.6135,WGS_84,2010-2-16 21:0:0,2010-2-16 21:0:0,gps
漈凫,8.187,47.61417,WGS_84,2010-2-17 6:0:0,2010-2-17 6:0:0,gps
漈凫,8.17417,47.59933,WGS_84,2010-2-17 9:0:0,2010-2-17 9:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-2-17 21:0:0,2010-2-17 21:0:0,gps
漈凫,8.187,47.614,WGS_84,2010-2-18 6:0:0,2010-2-18 6:0:0,gps
漈凫,8.18833,47.6125,WGS_84,2010-2-18 9:0:0,2010-2-18 9:0:0,gps
漈凫,8.18917,47.61367,WGS_84,2010-2-19 6:0:0,2010-2-19 6:0:0,gps
漈凫,8.18933,47.61333,WGS_84,2010-2-19 9:0:0,2010-2-19 9:0:0,gps
